ID,Name,CityName,OblName,Center,PostCode,NalSumLimit
"1,007","Заволжье, Нижегородская обл.",Заволжье,Нижегородская обл.,,606520,1.00
"2,808","Ильино, Нижегородская обл.",Ильино,Нижегородская обл.,,606090,1.00
"2,809","Ильиногорск, Нижегородская обл.",Ильиногорск,Нижегородская обл.,,606058,1.00
"1,896","Княгинино, Нижегородская обл.",Княгинино,Нижегородская обл.,,606340,1.00
"1,897","Ковернино, Нижегородская обл.",Ковернино,Нижегородская обл.,,606570,1.00
"1,898","Красные Баки, Нижегородская обл.",Красные Баки,Нижегородская обл.,,606710,1.00
"1,001","Кстово, Нижегородская обл.",Кстово,Нижегородская обл.,,607650,1.00
"2,810","Кудьма, Нижегородская обл.",Кудьма,Нижегородская обл.,,607630,1.00
"1,013","Кулебаки, Нижегородская обл.",Кулебаки,Нижегородская обл.,,607010,1.00
"1,899","Лукояново, Нижегородская обл.",Лукояново,Нижегородская обл.,,607437,1.00
"1,003","Лысково, Нижегородская обл.",Лысково,Нижегородская обл.,,606210,1.00
"1,012","Навашино, Нижегородская обл.",Навашино,Нижегородская обл.,,607100,1.00
414,Нижний Новгород,Нижний Новгород,Нижегородская обл.,*,"603000,603001,603002,603003,603004,603005,603006,603008,603009,603010,603011,603014,603016,603018,603022,603024,603028,603029,603032,603033,603034,603035,603037,603038,603040,603041,603043,603044,603047,603049,603050,603051,603052,603053,603054,603056,603",без ограничений
"13,225","Ольгино, Нижегородская обл.",Ольгино,Нижегородская обл.,,,1.00
"13,224","Орловские дворики, Нижегородская обл.",Орловские дворики,Нижегородская обл.,,,1.00
"1,009","Павлово, Нижегородская обл.",Павлово,Нижегородская обл.,,606100,1.00
"1,900","Первомайск, Нижегородская обл.",Первомайск,Нижегородская обл.,,607760,1.00
"1,901","Перевоз, Нижегородская обл.",Перевоз,Нижегородская обл.,,607400,1.00
"1,015","Пильна, Нижегородская обл.",Пильна,Нижегородская обл.,,607490,1.00
"1,902","Починки, Нижегородская обл.",Починки,Нижегородская обл.,,607910,1.00
"2,374","Решетиха, Нижегородская обл.",Решетиха,Нижегородская обл.,,606093,1.00
"13,230","Ржавка, Нижегородская обл.",Ржавка,Нижегородская обл.,,607684,1.00
"1,231","Саров, Нижегородская обл.",Саров,Нижегородская обл.,,607180,1000.00
"1,903","Семенов, Нижегородская обл.",Семенов,Нижегородская обл.,,606650,1.00
"1,904","Сергач, Нижегородская обл.",Сергач,Нижегородская обл.,,607510,1.00
"1,905","Сеченово, Нижегородская обл.",Сеченово,Нижегородская обл.,,607580,1.00
"1,906","Сокольское, Нижегородская обл.",Сокольское,Нижегородская обл.,,606670,1.00
"13,223","Сортировочный, Нижегородская обл.",Сортировочный,Нижегородская обл.,,,1.00
"1,011","Сосновское, Нижегородская обл.",Сосновское,Нижегородская обл.,,606170,1.00
"1,907","Спасское, Нижегородская обл.",Спасское,Нижегородская обл.,,606280,1.00
"1,908","Тонкино, Нижегородская обл.",Тонкино,Нижегородская обл.,,606970,1.00
"1,909","Тоншаево, Нижегородская обл.",Тоншаево,Нижегородская обл.,,606950,1.00
"1,910","Уразовка, Нижегородская обл.",Уразовка,Нижегородская обл.,,607530,1.00
"1,911","Урень, Нижегородская обл.",Урень,Нижегородская обл.,,606800,1.00
"13,056","Федяково, Кстовский р-он, Нижегородская обл.","Федяково, Кстовский р-он",Нижегородская обл.,,607686,5000.00
"13,227","Черепичный, Нижегородская обл.",Черепичный,Нижегородская обл.,,,1.00
"1,912","Чкаловск, Нижегородская обл.",Чкаловск,Нижегородская обл.,,606540,1.00
"1,913","Шаранга, Нижегородская обл.",Шаранга,Нижегородская обл.,,606840,1.00
"1,914","Шатки, Нижегородская обл.",Шатки,Нижегородская обл.,,607700,1.00
420,"Шахунья, Нижегородская обл.",Шахунья,Нижегородская обл.,,606910,1.00
"2,811","Батецкий, Новгородская обл.",Батецкий,Новгородская обл.,,175000,1.00
"2,358","Боровичи, Новгородская обл.",Боровичи,Новгородская обл.,,174401,1.00
"2,812","Валдай, Новгородская обл.",Валдай,Новгородская обл.,,175402,1.00
139,"Великий Новгород, Новгородская обл.",Великий Новгород,Новгородская обл.,*,173000,15000.00
"2,813","Волот, Новгородская обл.",Волот,Новгородская обл.,,175100,1.00
"2,814","Демянск, Новгородская обл.",Демянск,Новгородская обл.,,175310,1.00
"2,815","Крестцы, Новгородская обл.",Крестцы,Новгородская обл.,,175461,1.00
"2,816","Любытино, Новгородская обл.",Любытино,Новгородская обл.,,174760,1.00
"2,817","Малая Вишера, Новгородская обл.",Малая Вишера,Новгородская обл.,,174260,1.00
"2,818","Марево, Новгородская обл.",Марево,Новгородская обл.,,175350,1.00
"2,819","Мошенское, Новгородская обл.",Мошенское,Новгородская обл.,,174450,1.00
"2,820","Окуловка, Новгородская обл.",Окуловка,Новгородская обл.,,174350,1.00
"2,821","Парфино, Новгородская обл.",Парфино,Новгородская обл.,,175130,1.00
"2,822","Пестово, Новгородская обл.",Пестово,Новгородская обл.,,174510,1.00
"2,823","Поддорье, Новгородская обл.",Поддорье,Новгородская обл.,,175260,1.00
"2,824","Сольцы, Новгородская обл.",Сольцы,Новгородская обл.,,175040,1.00
"2,825","Старая Русса, Новгородская обл.",Старая Русса,Новгородская обл.,,175200,1.00
"2,826","Хвойная, Новгородская обл.",Хвойная,Новгородская обл.,,174581,1.00
"2,827","Холм, Новгородская обл.",Холм,Новгородская обл.,,175270,1.00
"2,390","Чудово, Новгородская обл.",Чудово,Новгородская обл.,,174210,1.00
"2,828","Шимск, Новгородская обл.",Шимск,Новгородская обл.,,175150,1.00
"1,961","Александро-Невский, Новосибирская обл.",Александро-Невский,Новосибирская обл.,,632700,1.00
"1,962","Астродым, Новосибирская обл.",Астродым,Новосибирская обл.,,632842,1.00
737,"Баган, Новосибирская обл.",Баган,Новосибирская обл.,,632770,1.00
"1,963","Балта, Новосибирская обл.",Балта,Новосибирская обл.,,633159,1.00
745,"Барабинск, Новосибирская обл.",Барабинск,Новосибирская обл.,,632330,1.00
"1,747","Барышево, Новосибирская обл.",Барышево,Новосибирская обл.,,630554,без ограничений
"1,964","Бергуль, Новосибирская обл.",Бергуль,Новосибирская обл.,,632087,1.00
728,"Бердск, Новосибирская обл.",Бердск,Новосибирская обл.,,"633003,633004,633009,633010,633011",без ограничений
"1,965","Биаза, Новосибирская обл.",Биаза,Новосибирская обл.,,632084,1.00
733,"Болотное, Новосибирская обл.",Болотное,Новосибирская обл.,,633340,1.00
"1,966","Быстровка, Новосибирская обл.",Быстровка,Новосибирская обл.,,633244,1.00
"1,967","Вахрушево, Новосибирская обл.",Вахрушево,Новосибирская обл.,,632633,1.00
753,"Венгерово, Новосибирская обл.",Венгерово,Новосибирская обл.,,632240,1.00
"1,968","Верх-Алеус, Новосибирская обл.",Верх-Алеус,Новосибирская обл.,,633296,1.00
"1,969","Верх-Ирмень, Новосибирская обл.",Верх-Ирмень,Новосибирская обл.,,633272,1.00
"1,970","Верх-Каргат, Новосибирская обл.",Верх-Каргат,Новосибирская обл.,,632956,1.00
"1,971","Верх-Тула, Новосибирская обл.",Верх-Тула,Новосибирская обл.,,630520,без ограничений
"1,972","Веселая, Новосибирская обл.",Веселая,Новосибирская обл.,,,1.00
"1,973","Горный, Новосибирская обл.",Горный,Новосибирская обл.,,633411,1.00
738,"Довольное, Новосибирская обл.",Довольное,Новосибирская обл.,,632450,1.00
"13,371","Евсино, Искитимский р-он, Новосибирская обл.","Евсино, Искитимский р-он",Новосибирская обл.,,633220,1.00
"1,974","Егорьевское, Новосибирская обл.",Егорьевское,Новосибирская обл.,,633582,1.00
"1,975","Елбаши, Новосибирская обл.",Елбаши,Новосибирская обл.,,633214,1.00
"1,976","Журавка, Новосибирская обл.",Журавка,Новосибирская обл.,,632715,1.00
"1,977","Завьялово, Новосибирская обл.",Завьялово,Новосибирская обл.,,633243,1.00
747,"Здвинск, Новосибирская обл.",Здвинск,Новосибирская обл.,,632950,1.00
"1,978","Игнатьевка, Новосибирская обл.",Игнатьевка,Новосибирская обл.,,632249,1.00
"13,401","Издревая, Новосибирская обл.",Издревая,Новосибирская обл.,,,1.00
70,"Искитим, Новосибирская обл.",Искитим,Новосибирская обл.,,633200,1.00
"1,979","Ичкала, Новосибирская обл.",Ичкала,Новосибирская обл.,,,1.00
"2,009","Каменка, Новосибирская обл.",Каменка,Новосибирская обл.,,630530,без ограничений
739,"Карасук, Новосибирская обл.",Карасук,Новосибирская обл.,,632860,1.00
749,"Каргат, Новосибирская обл.",Каргат,Новосибирская обл.,,632400,1.00
"1,980","Карпысак, Новосибирская обл.",Карпысак,Новосибирская обл.,,633412,1.00
"1,981","Керамкомбинат, Новосибирская обл.",Керамкомбинат,Новосибирская обл.,,633236,1.00
"1,982","Кирза, Новосибирская обл.",Кирза,Новосибирская обл.,,633290,1.00
"1,983","Кожурла, Новосибирская обл.",Кожурла,Новосибирская обл.,,632521,1.00
"1,984","Колбаса, Новосибирская обл.",Колбаса,Новосибирская обл.,,632283,1.00
736,"Колывань, Новосибирская обл.",Колывань,Новосибирская обл.,,633160,1.00
"1,278","Кольцово, Новосибирская обл.",Кольцово,Новосибирская обл.,,630559,без ограничений
"1,985","Константиновка, Татарский р-он, Новосибирская обл.","Константиновка, Татарский р-он",Новосибирская обл.,,632144,1.00
"1,986","Коурак, Новосибирская обл.",Коурак,Новосибирская обл.,,633472,1.00
735,"Коченево, Новосибирская обл.",Коченево,Новосибирская обл.,,632640,1.00
740,"Кочки, Новосибирская обл.",Кочки,Новосибирская обл.,,632490,1.00
741,"Краснозерское, Новосибирская обл.",Краснозерское,Новосибирская обл.,,632900,1.00
525,"Краснообск, Новосибирская обл.",Краснообск,Новосибирская обл.,,630500.630501,без ограничений
"1,246","Криводановка, Новосибирская обл.",Криводановка,Новосибирская обл.,,630511,1.00
"1,987","Кротово, Новосибирская обл.",Кротово,Новосибирская обл.,,633612,1.00
"13,122","Крупской, Новосибирская обл.",Крупской,Новосибирская обл.,,,1.00
"1,988","Кудряшовский, Новосибирская обл.",Кудряшовский,Новосибирская обл.,,630510,1.00
746,"Куйбышев, Новосибирская обл.",Куйбышев,Новосибирская обл.,,632380,1.00
742,"Купино, Новосибирская обл.",Купино,Новосибирская обл.,,632730,1.00
754,"Кыштовка, Новосибирская обл.",Кыштовка,Новосибирская обл.,,632270,1.00
"1,989","Линево, Новосибирская обл.",Линево,Новосибирская обл.,,633216,1.00
"1,990","Льниха, Новосибирская обл.",Льниха,Новосибирская обл.,,633414,1.00
"1,991","Мальчиха, Новосибирская обл.",Мальчиха,Новосибирская обл.,,633171,1.00
"1,310","Марусино, Новосибирская обл.",Марусино,Новосибирская обл.,,630512,1.00
"1,992","Марчиха, Новосибирская обл.",Марчиха,Новосибирская обл.,,,1.00
731,"Маслянино, Новосибирская обл.",Маслянино,Новосибирская обл.,,633560,1.00
"1,993","Мотково, Новосибирская обл.",Мотково,Новосибирская обл.,,633127,1.00
"13,249","Мочище Карьер, Новосибирская обл.",Мочище Карьер,Новосибирская обл.,,,1.00
732,"Мошково, Новосибирская обл.",Мошково,Новосибирская обл.,,633130,1.00
"13,252","Новолуговое, Новосибирская обл.",Новолуговое,Новосибирская обл.,,630553,1.00
270,Новосибирск,Новосибирск,Новосибирская обл.,*,"630000,630001,630003,630004,630005,630007,630008,630009,630010,630011,630015,630017,630019,630020,630022,630024,630025,630027,630028,630029,630030,630032,630033,630034,630035,630036,630037,630039,630040,630041,630045,630046,630047,630048,630049,630051,630",без ограничений
"1,994","Новощербаки, Новосибирская обл.",Новощербаки,Новосибирская обл.,,632955,1.00
378,"Новый Поселок, Новосибирская обл.",Новый Поселок,Новосибирская обл.,,633000,1.00
756,"Обь, Новосибирская обл.",Обь,Новосибирская обл.,,"633100,633102,633103,633104",без ограничений
"13,251","Огурцово, Новосибирская обл.",Огурцово,Новосибирская обл.,,,1.00
743,"Ордынское, Новосибирская обл.",Ордынское,Новосибирская обл.,,633260,1.00
"13,253","Пашино, Новосибирская обл.",Пашино,Новосибирская обл.,,630901,1.00
"1,995","Петени, Новосибирская обл.",Петени,Новосибирская обл.,,633583,1.00
"1,996","Петропавловка, Новосибирская обл.",Петропавловка,Новосибирская обл.,,632925,1.00
"1,997","Пихтовка, Новосибирская обл.",Пихтовка,Новосибирская обл.,,,1.00
"1,998","Покровка, Чистоозерный р-он, Новосибирская обл.","Покровка, Чистоозерный р-он",Новосибирская обл.,,632711,1.00
744,"Северное, Новосибирская обл.",Северное,Новосибирская обл.,,632080,1.00
"1,999","Станционно-Ояшинский, Новосибирская обл.",Станционно-Ояшинский,Новосибирская обл.,,633150,1.00
"2,000","Старогорносталево, Новосибирская обл.",Старогорносталево,Новосибирская обл.,,632957,1.00
"2,001","Старый Тартас, Новосибирская обл.",Старый Тартас,Новосибирская обл.,,,1.00
730,"Сузун, Новосибирская обл.",Сузун,Новосибирская обл.,,633620,1.00
748,"Татарск, Новосибирская обл.",Татарск,Новосибирская обл.,,632120,1.00
727,"Тогучин, Новосибирская обл.",Тогучин,Новосибирская обл.,,633450,1.00
"13,118","Толмачево, Новосибирская обл.",Толмачево,Новосибирская обл.,,,1.00
"2,002","Турнаево, Новосибирская обл.",Турнаево,Новосибирская обл.,,633375,1.00
750,"Убинское, Новосибирская обл.",Убинское,Новосибирская обл.,,632520,1.00
"2,003","Умрева, Новосибирская обл.",Умрева,Новосибирская обл.,,633155,1.00
"1,538",Управляющая Компания,Управляющая Компания,Новосибирская обл.,,,без ограничений
755,"Усть-Тарка, Новосибирская обл.",Усть-Тарка,Новосибирская обл.,,632160,1.00
751,"Чаны, Новосибирская обл.",Чаны,Новосибирская обл.,,632200,1.00
"2,004","Чебаки, Новосибирская обл.",Чебаки,Новосибирская обл.,,632095,1.00
729,"Черепаново, Новосибирская обл.",Черепаново,Новосибирская обл.,,633520,1.00
"2,005","Черный Мыс, Новосибирская обл.",Черный Мыс,Новосибирская обл.,,633188,1.00
"1,256","Чик, Новосибирская обл.",Чик,Новосибирская обл.,,632662,1.00
752,"Чистоозерное, Новосибирская обл.",Чистоозерное,Новосибирская обл.,,632720,1.00
734,"Чулым, Новосибирская обл.",Чулым,Новосибирская обл.,,632550,1.00
"1,194","Элитное, Новосибирская обл.",Элитное,Новосибирская обл.,,,1.00
"13,250","Юный Ленинец, Новосибирская обл.",Юный Ленинец,Новосибирская обл.,,630526,1.00
710,"Азово, Омская обл.",Азово,Омская обл.,,646880,1.00
"13,265","Береговой, Омская обл.",Береговой,Омская обл.,,644901,1.00
"1,390","Большеречье, Омская обл.",Большеречье,Омская обл.,,646670,1.00
"1,489","Большие Уки, Омская обл.",Большие Уки,Омская обл.,,646380,без ограничений
714,"Горьковское, Омская обл.",Горьковское,Омская обл.,,646600,1.00
35,"Горячий Ключ, Омская обл.",Горячий Ключ,Омская обл.,,644505,1.00
972,"Дружино, Омская обл.",Дружино,Омская обл.,,644507,1.00
"1,317","Знаменское, Омская обл.",Знаменское,Омская обл.,,646550,1.00
82,"Исилькуль, Омская обл.",Исилькуль,Омская обл.,,646020,1.00
713,"Калачинск, Омская обл.",Калачинск,Омская обл.,,646900,1.00
"13,316","Ключи, Омская обл.",Ключи,Омская обл.,,,1.00
"1,490","Колосовка, Омская обл.",Колосовка,Омская обл.,,646350,1.00
717,"Кормиловка, Омская обл.",Кормиловка,Омская обл.,,646970,1.00
"1,179","Красный Яр, Омская обл.",Красный Яр,Омская обл.,,646176,1.00
"1,391","Крутинка, Омская обл.",Крутинка,Омская обл.,,646130,1.00
"1,877","Любино, Омская обл.",Любино,Омская обл.,,,1.00
720,"Любинский, Омская обл.",Любинский,Омская обл.,,646160,1.00
"13,139","Магистральный, Омская обл.",Магистральный,Омская обл.,,644905,1.00
716,"Марьяновка, Омская обл.",Марьяновка,Омская обл.,,646040,1.00
"13,264","Морозовка, Омская обл.",Морозовка,Омская обл.,,644555,1.00
"1,491","Москаленки, Омская обл.",Москаленки,Омская обл.,,646070,1.00
"1,396","Муромцево, Омская обл.",Муромцево,Омская обл.,,646430,1.00
"1,398","Называевск, Омская обл.",Называевск,Омская обл.,,646100,1.00
"1,492","Нижняя Омка, Омская обл.",Нижняя Омка,Омская обл.,,646620,1.00
"1,402","Нововаршавка, Омская обл.",Нововаршавка,Омская обл.,,646830,1.00
715,"Одесское, Омская обл.",Одесское,Омская обл.,,646860,1.00
"1,493","Оконешниково, Омская обл.",Оконешниково,Омская обл.,,646940,1.00
268,Омск,Омск,Омская обл.,*,"644000,644001,644002,644004,644005,644006,644007,644008,644009,644010,644011,644012,644013,644014,644015,644016,644017,644018,644020,644021,644022,644023,644024,644025,644027,644029,644030,644031,644032,644033,644034,644035,644036,644037,644039,644040,644",без ограничений
"1,494","Омский, Омская обл.",Омский,Омская обл.,,644531,1.00
719,"Павлоградка, Омская обл.",Павлоградка,Омская обл.,,646760,1.00
"1,389","Полтавка, Омская обл.",Полтавка,Омская обл.,,646740,1.00
"1,401","Русская Поляна, Омская обл.",Русская Поляна,Омская обл.,,646780,1.00
"1,878","Саргатка, Омская обл.",Саргатка,Омская обл.,,,1.00
"1,495","Саргатское, Омская обл.",Саргатское,Омская обл.,,646400,без ограничений
"13,326","Светлый, Омская обл.",Светлый,Омская обл.,,,1.00
"1,394","Седельниково, Омская обл.",Седельниково,Омская обл.,,646480,1.00
711,"Таврическое, Омская обл.",Таврическое,Омская обл.,,646800,1.00
718,"Тара, Омская обл.",Тара,Омская обл.,,646530,1.00
"1,393","Тевриз, Омская обл.",Тевриз,Омская обл.,,646560,1.00
"1,397","Тюкалинск, Омская обл.",Тюкалинск,Омская обл.,,646330,1.00
"1,392","Усть-Ишим, Омская обл.",Усть-Ишим,Омская обл.,,646580,1.00
"13,263","Харино, Омская обл.",Харино,Омская обл.,,644532,1.00
"13,266","Черемуховское, Омская обл.",Черемуховское,Омская обл.,,644910,1.00
712,"Черлак, Омская обл.",Черлак,Омская обл.,,646250,1.00
"1,395","Чугунлы, Омская обл.",Чугунлы,Омская обл.,,646383,1.00
"1,399","Шербакуль, Омская обл.",Шербакуль,Омская обл.,,646700,1.00
"2,837","Абдулино, Оренбургская обл.",Абдулино,Оренбургская обл.,,461743,1.00
"13,034","Адамовка, Оренбургская обл.",Адамовка,Оренбургская обл.,,462830,1.00
"13,035","Акбулак, Оренбургская обл.",Акбулак,Оренбургская обл.,,461550,1.00
"13,050","Александровка, Александровский р-он, Оренбургская","Александровка, Александровский р-он",Оренбургская обл.,,461830,1.00
"13,036","Асекеево, Оренбургская обл.",Асекеево,Оренбургская обл.,,461710,1.00
"13,051","Беляевка, Беляевский р-он, Оренбургская обл.","Беляевка, Беляевский р-он",Оренбургская обл.,,461330,1.00
100,"Бугуруслан, Оренбургская обл.",Бугуруслан,Оренбургская обл.,,461630,1.00
"1,218","Бузулук, Оренбургская обл.",Бузулук,Оренбургская обл.,,461040,1.00
"1,171","Весенний, Оренбургская обл.",Весенний,Оренбургская обл.,,460555,1.00
"13,214","Виноградовский, Оренбургская обл.",Виноградовский,Оренбургская обл.,,,1.00
696,"Гай, Оренбургская обл.",Гай,Оренбургская обл.,,462635,1.00
"13,119","Гранитный, Новоорского р-на, Оренбургская обл.","Гранитный, Новоорского р-на",Оренбургская обл.,,462811,1.00
"13,052","Грачевка, Грачевский р-он, Оренбургская обл.","Грачевка, Грачевский р-он",Оренбургская обл.,,461800,1.00
"13,420","Домбаровка, Оренбургская обл.",Домбаровка,Оренбургская обл.,,462710,1.00
"13,037","Домбаровский, Оренбургская обл.",Домбаровский,Оренбургская обл.,,462720,1.00
"13,211","Жилгородок, Оренбургская обл.",Жилгородок,Оренбургская обл.,,,1.00
"13,222","Ивановка, Оренбургская обл.",Ивановка,Оренбургская обл.,,460528,1.00
"13,038","Илек, Оренбургская обл.",Илек,Оренбургская обл.,,461350,1.00
"1,234","Каргала, Оренбургская обл.",Каргала,Оренбургская обл.,,460512,1.00
"13,039","Кваркено, Оренбургская обл.",Кваркено,Оренбургская обл.,,462860,1.00
"13,137","Краснохолм, Оренбургская обл.",Краснохолм,Оренбургская обл.,,461360,1.00
"2,832","Кувандык, Оренбургская обл.",Кувандык,Оренбургская обл.,,462244,1.00
"13,040","Курманаевка, Оренбургская обл.",Курманаевка,Оренбургская обл.,,461060,1.00
"13,215","Кушкуль, Оренбургская обл.",Кушкуль,Оренбургская обл.,,,1.00
"13,218","Ленина поселок, Оренбургская обл.",Ленина поселок,Оренбургская обл.,,460508,1.00
"2,838","Матвеевка, Оренбургская обл.",Матвеевка,Оренбургская обл.,,461880,1.00
36,"Медногорск, Оренбургская обл.",Медногорск,Оренбургская обл.,,462270,1.00
"13,220","Нежинка, Оренбургская обл.",Нежинка,Оренбургская обл.,,460520,1.00
"13,221","Нежинка-2, Оренбургская обл.",Нежинка-2,Оренбургская обл.,,,1.00
"13,217","Нижняя Павловка, Оренбургская обл.",Нижняя Павловка,Оренбургская обл.,,460502,1.00
"2,833","Новоорск, Оренбургская обл.",Новоорск,Оренбургская обл.,,462800,1.00
247,"Новосергиевка, Оренбургская обл.",Новосергиевка,Оренбургская обл.,,461200,1.00
11,"Новотроицк, Оренбургская обл.",Новотроицк,Оренбургская обл.,,462353,1.00
"13,053","Октябрьское, Октябрьский р-он, Оренбургская обл.","Октябрьское, Октябрьский р-он",Оренбургская обл.,,462030,1.00
261,Оренбург,Оренбург,Оренбургская обл.,*,"460000,460001,460003,460004,460005,460006,460008,460009,460014,460015,460018,460019,460021,460022,460023,460024,460026,460027,460028,460034,460035,460036,460037,460038,460040,460041,460044,460045,460046,460047,460048,460049,460050,460051,460052,460055,460",без ограничений
697,"Орск, Оренбургская обл.",Орск,Оренбургская обл.,,462400,1.00
"13,054","Первомайский, Первомайский р-он, Оренбургская обл.","Первомайский, Первомайский р-он",Оренбургская обл.,,461980,1.00
"13,041","Переволоцкий, Оренбургская обл.",Переволоцкий,Оренбургская обл.,,461263,1.00
"13,042","Плешаново, Оренбургская обл.",Плешаново,Оренбургская обл.,,461150,1.00
"13,219","Подгородняя Покровка, Оренбургская обл.",Подгородняя Покровка,Оренбургская обл.,,460511,1.00
"13,043","Пономаревка, Оренбургская обл.",Пономаревка,Оренбургская обл.,,461780,1.00
"2,829","Пригородный, Оренбургская обл.",Пригородный,Оренбургская обл.,,460507,1.00
"1,958","Ростоши, Оренбургская обл.",Ростоши,Оренбургская обл.,,,без ограничений
"13,044","Сакмара, Оренбургская обл.",Сакмара,Оренбургская обл.,,461420,1.00
"2,830","Саракташ, Оренбургская обл.",Саракташ,Оренбургская обл.,,462100,1.00
"12,996","Светлый, Светлинский р-он, Оренбургская обл.","Светлый, Светлинский р-он",Оренбургская обл.,,462740,1.00
"13,045","Северное, Оренбургская обл.",Северное,Оренбургская обл.,,461670,1.00
"13,212","Солнечный, Оренбургская обл.",Солнечный,Оренбургская обл.,,,1.00
"2,831","Соль-Илецк, Оренбургская обл.",Соль-Илецк,Оренбургская обл.,,461500,1.00
"2,834","Сорочинск, Оренбургская обл.",Сорочинск,Оренбургская обл.,,461900,1.00
"13,046","Ташла, Оренбургская обл.",Ташла,Оренбургская обл.,,461170,1.00
"2,835","Тоцкое, Оренбургская обл.",Тоцкое,Оренбургская обл.,,461131,1.00
"13,433","Тоцкое Второе, Оренбургская обл.",Тоцкое Второе,Оренбургская обл.,,461127,1.00
"13,047","Тюльган, Оренбургская обл.",Тюльган,Оренбургская обл.,,462010,1.00
"13,213","Учхоз, Оренбургская обл.",Учхоз,Оренбургская обл.,,,1.00
"13,049","Шарлык, Оренбургская обл.",Шарлык,Оренбургская обл.,,461450,1.00
"13,048","Энергетик, Новоорский р-он, Оренбургская обл.","Энергетик, Новоорский р-он",Оренбургская обл.,,462803,1.00
"13,216","Южный Урал, Оренбургская обл.",Южный Урал,Оренбургская обл.,,460501,1.00
"2,836","Ясный, Оренбургская обл.",Ясный,Оренбургская обл.,,462780,1.00
"2,839","Болхов, Орловская обл.",Болхов,Орловская обл.,,303140,1.00
"2,840","Дросково, Орловская обл.",Дросково,Орловская обл.,,303180,1.00
"2,841","Залегощь, Орловская обл.",Залегощь,Орловская обл.,,303560,1.00
"2,842","Змиевка, Орловская обл.",Змиевка,Орловская обл.,,303320,1.00
"2,843","Знаменка, Орловская обл.",Знаменка,Орловская обл.,,302520,1.00
"2,844","Колпны, Орловская обл.",Колпны,Орловская обл.,,303410,1.00
"2,845","Кромы, Орловская обл.",Кромы,Орловская обл.,,303201,1.00
"2,846","Куликовский, Орловская обл.",Куликовский,Орловская обл.,,302516,1.00
440,"Ливны, Орловская обл.",Ливны,Орловская обл.,,303850,1.00
"2,847","Малоархангельск, Орловская обл.",Малоархангельск,Орловская обл.,,303370,1.00
"1,115","Мценск, Орловская обл.",Мценск,Орловская обл.,,303030,1.00
"2,848","Нарышкино, Орловская обл.",Нарышкино,Орловская обл.,,303900,1.00
149,"Орел, Орловская обл.",Орел,Орловская обл.,*,302000,15000.00
"2,849","Отрадинский, Орловская обл.",Отрадинский,Орловская обл.,,303023,1.00
"2,850","Покровское, Орловская обл.",Покровское,Орловская обл.,,,1.00
"2,851","Становой Колодезь, Орловская обл.",Становой Колодезь,Орловская обл.,,302510,1.00
"2,852","Тросна, Орловская обл.",Тросна,Орловская обл.,,303450,1.00
"2,853","Хотынец, Орловская обл.",Хотынец,Орловская обл.,,303930,1.00
"2,858","Белинский, Пензенская обл.",Белинский,Пензенская обл.,,442250,1.00
"2,854","Бессоновка, Пензенская обл.",Бессоновка,Пензенская обл.,,442780,1.00
"2,855","Городище, Пензенская обл.",Городище,Пензенская обл.,,442310,1.00
"2,860","Грабово, Пензенская обл.",Грабово,Пензенская обл.,,442770,1.00
421,"Заречный, Пензенская обл.",Заречный,Пензенская обл.,,442960,без ограничений
"2,856","Каменка, Пензенская обл.",Каменка,Пензенская обл.,,442240,1.00
"2,857","Колышлей, Пензенская обл.",Колышлей,Пензенская обл.,,442830,1.00
"1,021","Кузнецк, Пензенская обл.",Кузнецк,Пензенская обл.,,442530,1.00
"13,345","Нижний Ломов, Пензенская обл.",Нижний Ломов,Пензенская обл.,,442152,1.00
"13,288","Никольск, Пензенская обл.",Никольск,Пензенская обл.,,442683,1.00
504,Пенза,Пенза,Пензенская обл.,*,440000,без ограничений
"2,395","Русский Камешкир, Пензенская обл.",Русский Камешкир,Пензенская обл.,,442450,1.00
"2,859","Сердобск, Пензенская обл.",Сердобск,Пензенская обл.,,442890,1.00
"13,290","Чаадаевка, Пензенская обл.",Чаадаевка,Пензенская обл.,,442325,1.00
"1,769","Азово, Пермский край",Азово,Пермский край,,617200,1.00
589,"Александровск, Пермский край",Александровск,Пермский край,,618320,1.00
598,"Барда, Пермский край",Барда,Пермский край,,618150,1.00
564,"Березники, Пермский край",Березники,Пермский край,,618400,1.00
570,"Березовка, Пермский край",Березовка,Пермский край,,617570,1.00
576,"Большая Соснова, Пермский край",Большая Соснова,Пермский край,,617080,1.00
"13,235","Большое Савино, Пермский край",Большое Савино,Пермский край,,614515,1.00
"13,234","Ванюки, Пермский край",Ванюки,Пермский край,,,1.00
573,"Верещагино, Пермский край",Верещагино,Пермский край,,617120,1.00
"13,232","Верхние Муллы, Пермский край",Верхние Муллы,Пермский край,,,1.00
"1,132","Гайны, Пермский край",Гайны,Пермский край,,619650,1.00
585,"Горнозаводск, Пермский край",Горнозаводск,Пермский край,,618820,1.00
569,"Гремячинск, Пермский край",Гремячинск,Пермский край,,618270,1.00
567,"Губаха, Пермский край",Губаха,Пермский край,,618250,1.00
582,"Добрянка, Пермский край",Добрянка,Пермский край,,618740,1.00
596,"Елово, Пермский край",Елово,Пермский край,,618170,1.00
"2,861","Звездный, Пермский край",Звездный,Пермский край,,614575,1.00
591,"Ильинский, Пермский край",Ильинский,Пермский край,,617020,1.00
